tag,cost,wait_mean,wait_ci_low,wait_ci_high,tis_mean,caja,freidora,refrescos,pollo
e_pollo_50,7650.0,2.8478227220282046,2.6176763358390662,3.077969108217343,12.014169930765453,5,4,5,6
e_pollo_50,7850.0,2.770014635737843,2.542626860793446,2.99740241068224,11.973676331926727,5,5,5,6
e_pollo_50,8050.0,2.751802229444094,2.525432446302956,2.9781720125852322,11.965976982105225,5,6,5,6
