tag,cost,wait_mean,wait_ci_low,wait_ci_high,tis_mean,caja,freidora,refrescos,pollo
a_min_cost,7550.0,2.833284182820633,2.624734898506963,3.0418334671343032,11.53557863413084,5,4,5,5
a_min_cost,7550.0,2.833284182820633,2.624734898506963,3.0418334671343032,11.53557863413084,5,4,5,5
a_min_cost,7750.0,2.360711919190897,2.197577551001573,2.5238462873802208,11.225570341171416,5,5,5,5
